text_id,text,mention,offset,kb_id
1895,.637点，跌幅达2%，成交34.38亿元，换手率0.69%。  板块个股中，跌幅最大的前5个股为：盐田港报6.01元，跌5.21%；恒基达鑫报6.41元，跌5.18%；嘉诚国际报21.91元，跌4.,盐田港,50,5
1896,受市场欢迎，也将持续为企业赢得更高的市场份额。”全方位打造高品质绿色建筑2016年10月26日，葛洲坝地产正式推出“5G科技”体系。随后不久，为进一步完善“5G科技”体系，由国内外11位绿色建筑行,葛洲坝,48,-1
1897,大众公用减持部分金融资产获收益5700万,大众公用,0,124
1898,.106元，涨4.95%；*ST毅达报1.29元，涨4.88%；元成股份报9.82元，涨3.92%；美丽生态报4.29元，涨2.88%。注：以上信息仅供参考，不对您构成任何投资建议。,美丽生态,50,0
1899,大榭港作为宁波港的主要港区之一，设计吞吐能力达1.2亿吨，目前已建成码头泊位40个，万吨级以上码头泊位21个，开通了40余条国际国内航线,宁波港,5,-1
1900,"【沙家浜因违反职业病防治法被行政处罚】7月12日,沙家浜(836110)发布关于收到行政处罚决定书的公告",沙家浜,1,257
1901,再度步入下行通道，指数维持宽幅震荡格局。从盘面上来看，西藏板块盘中异动拉升，截止午间收盘，西藏旅游、西藏天路等个股一度触及涨停，随后纷纷打开涨停，西藏珠峰、卫信康、西藏药业等个股同样表现不俗。消息面上,西藏天路,50,102
1902,7亿元，换手率0.82%。  板块个股中，跌幅最大的前5个股为：千山药机报4.71元，跌5.99%；新开源报14.35元，跌5.59%；美年健康报16.07元，跌5.02%；荣之联报7.47元，跌3.,新开源,50,54
1903,和中建投协助盛世泰富将其持有的五岳乾坤50.98%的股权变更工商登记至盛世泰富名下。（中国证券网）美丽生态24日晚间公告，北京仲裁委员会仲裁庭裁决：确认盛世泰富为五岳乾坤的股东，持有五岳乾坤投资50,美丽生态,49,0
1904,太多的污染，太多的破坏，触目惊心。第二件事是美国航空航天局宣布发现与地球的相似度高达98%的外行星开普勒—452b。尽管隔着1400光年遥不可及的距离，人类依然对另一个地球充满了想象。“与其向往难,开普勒,49,-1
1905,海欣食品、广博股份、金字火腿、幸福蓝海、共达电声等涨幅居前；神开股份、锦富技术、君禾股份、光大嘉宝、现代投资、华西能源等跌幅居前。周边市场方面，截至收盘，韩国综合指数报2423点，上涨0.58%，台,现代投资,50,40
1906,)、永悦科技(3351.74万元)、亿联网络(2947.22万元)、紫金矿业(2503.06万元)、福建高速(2093.63万元)、安妮股份(1512.50万元)、新大陆(1502.96万元)、鸿博股,福建高速,50,79
1907,我家控股集团股份有限公司发布公告称，申请延期回复深交所关注函关于野鸭湖交易的相关问题。据公告披露，我爱我家为了保证资料的完整性，申请延期回复深交所关注函，并预计于2019年3月5日前向深圳证券交易所,我爱我家,49,15
1908,专利，正在申请专利4项。近年来，公司依靠着技术团队的研发成果，持续提升产品质量，满足了客户的需求，“西格玛”品牌在机器人行业内树立了良好口碑，也扩大了在注塑成型机用机械手领域的影响力。在此基础上，公,西格玛,50,-1
1909,持，这个故事已经连续上演了12年。因此，被戏称为“一个老掉牙的电视连续剧”。此前，针对国际期货股权，中国中期已重组了三次，但三次均以重组失败而告终。随着第四次重组计划的抛出，市场对其能否成功保持高度关,中国中期,50,46
1910,湖南现代环境科技有限公司是现代威保特科技投资有限公司的全资子公司,现代环境,2,-1
1911,"司未经审计的净利润情况如下：项目2016年1-5月2016年6-10月2016年1-10月新日月物业965,211.981,039,711.072,004,923.05日月宾馆-1",新日月,45,326
1912,18年1菜、不含许可证》号监督管理局月11日裱花蛋糕、不含生食海产品23.中青旅山水酒店投资管理（北京）有限公司怀柔雁栖酒店（怀柔雁栖店）序证书名称证书编号颁发部门有效期,山水酒店,40,-1
1913,6月27日蓝色星球制冷剂R134a报价暂稳,蓝色星球,5,-1
1914,%5.45%齐合环保(00976)+0.32%8.77%中信証券(06030)+0.32%6.54%郑煤机(00564)+0.26%27.14%中国软件国际(00354)+0.22%11.36%IGG,郑煤机,50,157
1915,的商业航天行业相比，中国的民营航天业务刚刚起步。张昌武表示，载人龙飞船首飞成功代表着美国通过扶持商业航天发展，利用社会力量开启了美国载人航天新纪元，这是美国商业航天的一次巨大胜利。但我们也应该看到，美,航天发展,50,-1
1916,前上调。因宏观环境依然对黄金需求有利，尤其是全球货币政策宽松且地缘政治风险升高。基本金属澳大利亚新世纪资源：公司正在重启全球第五大锌矿资源的大型尾矿坝，其将在8月首次发货。该矿曾是全球最大的锌矿，,新世纪,48,-1
1917,6月10日花生报价连云港东海县花生原料米统米的入厂报价为4.25元/斤，白沙；花生原料米统米的收购价格为5.05元/斤,连云港,9,-1
1918,"根据安徽淮海资产评估事务所出具《单项资产评估报告书》（皖淮评报字【2010】002号）所载，确定绿十字投入安泰有限的实物资产（均为库存商品）的价值经评估其评估价值为1,584.13万元。本",绿十字,48,316
1919,增长幅度为47.17%至58.07%。温氏股份表示，报告期内，公司持续推进养禽业转型升级，成效明显。新希望则表示，预计今年上半年净利润同比增长幅度为60%至71%，报告期内，受行业供给紧张影响，公司商,新希望,50,37
1920,锦州港年报净利增长158%,锦州港,0,91
1921,，业务规模较小。2017年和2018年前9月，上海地福的净利润仅为35.6万元和38.55万元，仅占华丽家族前三季度归母净利润的1.07%。由此可见，该项目对上市公司的利润贡献度极低，不得不令投资者怀,华丽家族,50,111
1922, 而最新数据显示，复联4的票房已破7亿。预计总票房或突破35亿元。 不过，随着复联4的上映，其发行方中国电影却遭遇下跌，3天股价跌去近10%。原因何在？ 325万人0点看复联4， 口碑炸裂9.2分 4,中国电影,50,143
1923,"值得注意的是,19只放量滞涨股中,九华旅游、飞力达、荣安地产、雷迪克、富祥股份等个股主力资金净流入最多,分别达到0.06亿元、0.05亿元、0.02亿元、0.01亿元、0.01亿元",雷迪克,31,60
1924,新增机位60余个深圳机场开工建设卫星厅配套站坪,深圳机场,8,-1
1925,顺科技，一季度亏损超0.2亿元。此外，大股东质押无力还债，导致被平仓的故事也再度上演。昨日早盘，金刚玻璃股价大幅下挫，并一度触及跌停，随后底部震荡。公司公告称，实际控制人罗伟广未在规定时间偿还负债,金刚玻璃,48,53
1926,中，跌幅最大的前5个股为：西藏发展报7.92元，跌7.48%；高争民爆报15.88元，跌6.04%；西藏天路报7.23元，跌4.49%；海思科报10.74元，跌3.07%；西藏珠峰报20.66元，跌3,西藏天路,50,102
1927,业4亿元保底的《夏有乔木雅望天堂》票房仅1.5亿元左右。 （原标题：破32亿冲40亿！《战狼2》将创中国电影最高票房？吴京保守估计进账10亿） (责任编辑：DF354),中国电影,50,-1
1928,3月29日太阳能板块涨幅达2%,太阳能,5,-1
1929,小店、每日优鲜等，又有传统零售商孵化的惠选超市、盒小马等，还有受资本青睐的谊品生鲜、生鲜传奇等。尽管永辉超市本身在全国已有近700家大店，也要业内公认的生鲜供应链基础，不过仍面临着在竞争中谋扩张的市场,永辉超市,50,-1
1930,2019年05月16日辽宁锦州港口玉米收购价格,锦州港,13,-1
1931,"按单月收入规模排名,中信证券、华泰证券、国泰君安、海通证券、中信建投位居前五,加上招商证券、国信证券、中国银河,共有8家券商7月营业收入在10亿元以上",华泰证券,15,156
1932,11.46%)等3只个股月内累计涨幅居前，均逾10%，万科A(9.57%)、信达地产(8.65%)、海南高速(8.00%)、招商蛇口(7.67%)、万业企业(7.49%)、荣盛发展(6.67%)、金融,海南高速,50,39
1933,万元，同比增长119.65%-192.87%，每股盈利0.096元-0.128元。对于业绩变动原因，高新发展表示，源于建筑施工业务利润较上年同期大幅增加。当天，中建西部建设也发布业绩预告，2019年上,高新发展,50,22
1934,，本着通过自主创新，发展自主技术和产业，推进国产自主可控替代计划和构建安全可控的信息技术体系的初衷，中国长城、金蝶软件(中国)有限公司于2018年5月15日签订了《战略合作框架协议》，有效期三年。双方,中国长城,50,3
1935,表现突出昨日，市场震荡调整，上证指数尾盘翻红，而深证成指震荡下跌，基建板块逆市崛起，表现亮眼，板块内建研院涨停，棕榈股份上涨6.67%，山鼎设计上涨6.38%，中国铁建上涨4.03%，中国交建上涨3.,建研院,50,174
1936,料尖峰10月汽油期货上涨0.5%至每加仑1.9689美元，周一下跌0.6%。据汽车集团AAA称，飓风佛罗伦萨预计将于本周末袭击南卡罗来纳州和弗吉尼亚州之间的海岸，可能刺激短期但可能引人注目的油价飙升。,佛罗伦萨,50,-1
1937,国际知名餐饮地标(餐文旅商结合)。依托恩宁路、第十甫路等历史街区，打造一个广州老字号餐饮集聚区，汇聚广州酒家、陶陶居、莲香楼等广州、广东省、中华老字号及一批已经营多年获得老广认可的“民间老字号”，促进,广州酒家,50,-1
1938,甲骨文中国区首批裁员900余人业内人士称该结果并不突然,甲骨文,0,-1
1939,为国资国企改革发展“十三五”规划的“七大战略举措”之一，推动省属企业承接沿线各国的基础设施建设工程。山东高速在塞尔维亚建设的E763高速公路项目，目前已实现主线贯通，有效促进了整个巴尔干地区的互联互通,山东高速,50,104
1940,值得一提的是，将在本场音乐会上唱响的钢琴伴唱《红灯记》、交响音乐《沙家浜》、交响音乐《智取威虎山》、钢琴弦乐五重奏《海港》都是京剧与西方艺术形式相结合的成功典范,沙家浜,33,-1
1941,赣粤高速(600269)融资融券信息(06-24),粤高速,1,-1
1942,新增了布鲁塞尔、马德里、圣彼得堡、温哥华、达尔文、苏黎世、维也纳、伦敦、巴黎等9个洲际客运通航城市。深圳机场相关负责人表示，2018年，不仅新开洲际航线的数量为历年之最，伦敦和巴黎两条重要航线的开通，,深圳机场,50,-1
1943,并呼吁各方通过外交方式解决分歧。另外，美国政府一位高官周五称，美国将摧毁任何飞得离美国船只太近的伊朗无人机。美国在此前一天称，一艘美国海军舰艇在霍尔木兹海峡地区“摧毁了”一架伊朗飞机。原油供应中断和受,无人机,50,-1
1944,广州发展(600098)去年实现净利12.1亿人币 年增近17%,广州发展,0,86
1945,达4.95亿元，截止2018年底暂未确认收入。随着项目的有序推进，将直接增厚2019年业绩，带动网络可视化产品营收高速增长。在大数据运营产品方面，公司研发的审计一体机等大数据平台和行业大数据分析产品市,可视化,50,-1
1946,午后，龙力生物(002604)冲击涨停，带动乙醇汽油概念股拉升，中粮生化涨超8%，兴化股份涨超5%，海南椰岛涨超3%。消息面上，近日，国家发改委、国家能源局、等十五部门联合印发《关于扩大生物燃料乙醇生,海南椰岛,50,95
1947,理发生严重困难，通过其他途径无法解决，其股东权益受到严重损害为由，请求判令解散新盛投资。12月7日，兰州黄河又发公告称：新盛工贸于12月4日收到甘肃省兰州市中级人民法院(2017)甘01民初字997号,兰州黄河,50,42
1948,长久物流成立全资子公司,长久物流,0,180
1949,今日16只个股盘中股价创历史新高，剔除新股、次新股后，剩余12只股价创新高个股为捷昌驱动、扬帆新材、广州酒家、山东药玻等，主要分布于电气设备、食品饮料和医药生物板块。3月20日，沪指探底回升回踩5日,广州酒家,50,168
1950,"创业板中的龙头股东方财富以51.78亿元的融资余额排在第七位,其占流通市值的比例已经达到15.14%",东方财富,8,51
1951,出大冷门之后，黄金周线收出长下影线小阳柱，在14日均线收到了有效支撑，而日线级别在布林下轨收出了一个启明星的变形形态，对黄金空头来说是个不小的打击；大周期看方向，小周期看点位，再结合4小时和1小时图，,启明星,50,-1
1952,83万元，同比增长35.15%；归属于上市公司股东的净利润负34.01万元，较上年同期由盈转亏。 据中国中期2018年年报显示，2018年国际期货实现营业收入3.10亿元，去年同期为4.41亿元，同比,中国中期,50,46
1953,"根据人民网报道,对于各种无证、超标、超总量、监测数据造假等污染违法行为,草案规定的处罚措施包括没收违法产品、没收违法所得、罚款、责令停产整治、行政拘留、责令停业、关闭等行政处罚,对受到罚款处罚拒不改正的,实行按日计罚",人民网,2,-1
1954,系提出质疑。根据预案披露，富兴海运、江海运输和浙能通利的主要客户均为浙能集团下属公司，因此上交所要求宁波海运披露三家标的公司报告期内各自的关联交易金额及占其当期收入的比重，以及三家标的公司关联交易的定,宁波海运,50,137
1955,景下，房地产股大幅上涨。昨日数据利好兑现，又引发了房地产下游行业水泥、钢铁等板块的逆市走强。昨日早盘祁连山快速涨停，下午临近收盘万年青也强势涨停，宁夏建材、华新水泥等个股集体走强。据统计，截至昨日收盘,祁连山,50,132
1956,新华网纽约6月26日电第七轮中美战略与经济对话刚刚闭幕，进一步推进中美双边投资协定谈判是本轮对话的亮点之一,新华网,0,-1
1957,西藏旅游公告，27日，公司控股股东新奥控股与郑海签署股权转让协议，受让郑海持有的乐清意诚100%股权,西藏旅游,0,134
1958,7月12日，创造出行新生活高峰论坛在柳州举行。来自国内汽车行业协会、各大科研机构、专业院校的行业代表、院士学者、技术专家,新生活,10,-1
1959,发行人进行有关规范运行及首次公开发行股票前的准备工作。按照中国证监会及贵局的有关规定，中航证券与山水环境已于2018年l2月7日向贵局呈报了辅导备案登记材料，经贵局《辅导备案材料接收表》确认，山,山水环境,48,202
1960,源；不得通过提高租金诱导房东提前解除租赁合同等方式抢占房源。据悉，胡景晖于2001年12月3日入职我爱我家，至今已有18年。他在辞职信中写到：“出于各种无奈，我将无法再和你们一起并肩奋战了，但我永,我爱我家,49,15
1961,智能时代则是通过数据赋能优化决策过程。他分析，人工智能的核心在于机器学习，零售企业持续多年经营积累了海量数据，可以为机器学习奠定良好的数据基础；结合人工智能后的进一步的决策、执行、评估循环，则更强化了,海量数据,50,-1
1962,8.96点，跌幅达2%，成交67.52亿元，换手率0.65%。  板块个股中，跌幅最大的前5个股为：美丽生态报4.49元，跌5.07%；民生控股报4.43元，跌4.11%；高新发展报9.95元，跌3.,美丽生态,50,0
1963,参照前文“黑旅社”的“一日游”行程单，中国国旅提供了一份相似的行程单。上午8点在人民大道集合；9点登东方明珠；10点游百年历史陈列馆；11点坐游轮横渡黄浦江；12点享用自备午餐；13点逛城隍庙；14点,东方明珠,50,-1
1964,对企业形成深层认同，获得人才青睐。此外，其他企业界代表VISA大中华区人力资源部负责人Karen，阳光城副总裁兼人力资源及行政中心总经理饶俊，凤凰网副总裁及首席人才官李琳，汉得信息高级副总裁唐健，宁,阳光城,49,23
1965,大飞机产业链走强，中国卫星、航发科技强势封板，博云新材涨停，航天科技、航天动力、航天通信、航发控制涨逾7%。（文章来源,中国卫星,9,87
1966,第二，关注电改试点较为明确，以及低估值的地方性火电企业，建议关注广州发展（600098）、皖能电力（000543）和天富能源（600509）,广州发展,32,86
1967,赣粤高速(600269)是江西省唯一一家公路类上市公司，目前经营昌九、昌樟、昌泰、九景、温厚、彭湖、昌,粤高速,1,-1
1968,小i机器人今年利润或破亿计划明年上市,机器人,2,-1
1969,样标准66833532福慧达其他农产品、蔬菜类、水果类与公司主营业务差异较大，不符合抽伯格森（北京）科技股份有限公司挂牌申请文件第一次反馈意见的回复63样标准67833553天,伯格森,43,298
1970,而近几日，现货金价强势攀升，触及近五个月高点，西部黄金在暖冬中上市，恰逢其时,西部黄金,23,147
1971,4月29日花生报价连云港东海县花生原料米统米的入厂报价为4.8元/斤，和28日的报价持平，白沙；花生原料米统米的收购价,连云港,9,-1
1972,2019年04月24日，辽宁锦州港口玉米收购价格，市场主流为：1810元/吨，同比：1.97%，环比：3.13%。(责任编辑,锦州港,14,-1
1973,股数量达到28.19亿股，较今年一季度末的10.91亿股增加了158.29%。股东户数下降比例最高的广州酒家，在今年二季度期间被公募私募和社保基金大举增持。今年二季度期间，鹏华新兴产业混合、南方新优享,广州酒家,50,168
1974,中，涨幅最大的前5个股为：浔兴股份报9.85元，涨10.06%；顺威股份报3.31元，涨9.97%；大连友谊报4.17元，涨8.59%；深圳惠程报9.76元，涨5.86%；四川金顶报6.49元，涨5.,大连友谊,50,25
1975,中关村高新技术企业中关村科技园区管理委员会201420605079112014.7.25~伯格森（北京）科技股份有限公司挂牌申请文件第一次反馈意见的回复1092017.7.24对外贸易,伯格森,45,298
1976,化和动能转化不断深化。河北宣工、建投能源、金隅水泥等实现了以产业资源整合为目标的并购重组，常山纺织、老白干酒实现了国有企业市场化混合所有制改革。（文章来源：上海证券报）(责任编辑：DF407),老白干酒,50,118
1977,成熟，起码存活时间要达到10年左右，成活率和繁殖率达到80%以上才可以。但问题是现在，企业人工养殖的穿山甲，普遍活上两年的都很少。吴诗宝带着学生们前后繁殖了20多头，最长的一头也就活了3年多。2年前，,穿山甲,50,-1
1978,瓦，在建18台，装机容量约2100万千瓦，核电已经成为东部沿海地区清洁能源的主力之一。李冶说，当前，中国核电技术已经实现从二代到三代的转型升级，核电“走出去”及国际产能合作形成新格局。面向2035年，,中国核电,50,-1
1979,也促使这一业态进入新一轮转型期。北京商报记者近期走访看到，北京燕莎奥特莱斯大面积调整品牌；天津武清佛罗伦萨小镇将重奢品、轻奢品、运动和休闲等分区整合；位于北京昌平的乐多港奥特莱斯为了吸引客流增加大面,佛罗伦萨,49,-1
1980,消费品板块，减持了新能源汽车和苹果产业链个股，加仓主要集中于细分行业龙头股，包括迈瑞医疗、恒生电子、航天信息等。固守消费加码龙头股根据天相投顾的统计数据，截至2018年底，在基金前50大重仓股中，消费,航天信息,50,97
1981,大会时就已经有裁员打算了，只不过没有官宣。据BOSS直聘公布的数据显示，在此次裁员消息曝光前，来自甲骨文的注册求职者就一直在增加，除了网传的研发中心相关的技术人员，也有不少10年以上工作经验销售经理,甲骨文,49,-1
1982,(600234)“山水文化”公布关于修订《公司章程》重大事项相关条款的公告(600234)“山水文化”公布关于修订《公司章程》重大事项相关条款的公告仅供参考，请查阅当日公告全文,山水文化,9,94
1983,金流向方面，昨日共有35只QFII重仓股受到场内大单资金抢筹，合计吸金3.55亿元。其中，贵州茅台、上海机场、宁波银行、恒立液压、格力电器、宁德时代、苏泊尔等7只个股昨日均受到1000万元以上大单资金,上海机场,50,76
1984,四个中心”战略布局、“一体两翼”功能建设、非首都功能疏解等，支持一大批重点项目实施。特别是，持续优化北京城乡网点布局，服务覆盖范围更加广阔。获批筹建宁波分行，更好地支持长江经济带建设。截至三季度末，已,北京城乡,50,-1
1985,五一小长假回来了！旅游股“闻风起舞”西安旅游涨停多只股跟涨,西安旅游,18,20
1986,"比例比例投资成本31日增加减少31日现金（%）（%）红利成本法核算1.安康小白兔口腔医院有限公司100.00100.0011,461,320.7211,461,320",小白兔,37,-1
1987,网上销售处方药意见的专题会议，都在倒逼行业转型。发展到2014年，随着一心堂连锁药店的上市，后来包括老百姓、益丰连锁等等排队上市，谢子龙称，此时，他觉得药店行业的发展轨迹和和80年代初期已经完全不是一,老百姓,50,186
1988,，公司发行了2018年度第四期超短期融资券，实际发行总额为10亿元，发行利率为5.08%。观点地产新媒体查阅公告获悉，该笔融资券的起息日为2018年2月27日，兑付日为同年8月24日，发行面值为10,新媒体,49,-1
1989,公司。但嘉诚公司负责该项目的总监理李志戈在央视的采访中回应，未落实这项工作。不过，无论1号线公司、葛洲坝电力还是嘉诚公司，都表示对永利捷继续分包工程的事不知情。多位业内人士向新京报记者表示，分包在,葛洲坝,49,-1
1990,示，此次交易尚需提交公司股东大会审议，关联股东应回避表决。（原标题：拟2.24亿元出让玉屏房地产黄山旅游称为解决同业竞争）(责任编辑：DF309),黄山旅游,48,81
1991,通、商业地产等标杆性客户的技术认可和业务合作，尤其体现在上海市政府三维联审系统及轨道交通等高端客户对蓝色星球技术和产品的认可，公司的市场知名度、品牌影响力得到了极大的提升。4、客户及供应商集中程度及,蓝色星球,50,-1
1992,.211点，涨幅达3%，成交17.22亿元，换手率0.47%。  板块个股中，涨幅最大的前5个股为：新经典报56.96元，涨6.21%；国机汽车报7.43元，涨6.14%；中远海控报4.35元，涨6.,新经典,50,169
1993,智慧能源公告，为落实与和无锡金控签署的《战略合作协议》，控股股东远东控股27日通过大宗交易方式减持公,智慧能源,0,141
1994,"LED屏及机路有限公司销售货物电产品销售市场价201,948.724.19收入重庆通粤高速公LED屏及机路有限公司销售货物电产品销售市场价55,188.031.14收入",粤高速,42,-1
1995,指丽江山水时尚酒店管理有限公司惠州山水指惠州市山水爱斯酒店管理有限公司辽宁山水指中青旅山水酒店管理（辽宁）有限公司成都山水指成都市中青旅山水时尚酒店有限公司福州山水指福州中青,山水酒店,43,-1
1996,009年和2010年达到高点，一度超过80%，进入2012年后大幅下滑，2015年仅为66.99%。阿拉丁披露的氧化铝、电解铝产能利用率也呈现类似的走势。2.4。固定资产投资固定资产投资方面，由,阿拉丁,50,188
1997,O日报不完全统计，2017年医疗医药类企业有51家企业首发上会，其中，40家过会，包括深圳华大基因、一品红药业、大参林、陕西盘龙药业等，过会率为78.43%，其中过半为制药企业。另有11家未通过。同期,一品红,50,62
1998,中国山东高速金融(00412)预计5.5亿美元票据将于1月16日获准上市,山东高速,2,-1
1999,618点，跌幅达2%，成交175.72亿元，换手率0.37%。  板块个股中，跌幅最大的前5个股为：新黄浦报11.94元，跌10.02%；太极集团报11.51元，跌9.08%；华谊集团报8.71元，跌,新黄浦,50,126
2000,证书转移涉及的GMP认证、相关药品监督管理部门的审批工作将由双方协商后在正式协议中进行明确约定。复方红豆杉胶囊为全国独家产品，为国内首创具杀灭癌细胞及提高机体免疫功能双重功效的纯中药抗肿瘤口服制剂，在,红豆杉,50,-1
2001,东北电气(00042)就有关出售新锦容事项先决条件已满足,东北电气,0,16
2002,看出，国内提供核心零部件以及本体的公司估值高于系统集成模式的企业。与国外发展较为成熟的公司相比，国内机器人行业公司估值相对较高，但如果从未来产业成长性发展来看，则会体现明显的优胜劣汰机制，即技术优势明,机器人,50,-1
2003,响时表示，带量采购对公司产品和销售影响有限。“带量采购对独家品种的药品基本没有影响。”史立臣说。 以一品红为例，公司近日在投资者互动平台表示，带量采购对独家产品影响有限。公司核心产品主要以独家产品为主,一品红,50,62
2004,标的配置价值已显现，值得关注。推荐标的：长江传媒、中原传媒、中南传媒、皖新传媒、中文传媒、凤凰传媒、城市传媒等。掘金年报行情>>>年报预期激发银行股走强多家机构称该板块是2018年标配超八成公司年报,城市传媒,50,93
2005,于自然语言处理、知识图谱等技术，结合金融知识库和数据训练，帮助用户精细化管理个人资产；三是深度学习，数字人通过实施服务，积累服务经验，为客户规划未来提供支持。此次浦发银行、百度、中国移动跨界合作，发,数字人,50,-1
2006,4.004点，跌幅达2%，成交4.24亿元，换手率0.01%。  板块个股中，跌幅最大的前5个股为：大智慧报6.60元，跌6.78%；中航善达报10.64元，跌6.26%；硕贝德报12.07元，跌5.,大智慧,50,153
2007,重。据记者了解，上汽计划将国内完整的售后体系复制出去，并进行“本土化”调整。如，在中东地区，上汽采取门对门售后服务，电话预约售后，上门为车辆提供保养、快修等服务；在澳大利亚，由于很少有消费者会接用户回,门对门,50,-1
2008,，作为国内知名的网络安全企业，北京立思辰信息安全科技集团首次发声，提出了工业互联网网络安全问题的发展新思路，即工业互联网资产管理与工业控制设备安全内置两大方向。随着工业控制系统与信息网络的融合与不断深,新思路,50,-1
2009,"大量的创新安全创业公司解决了巨大的挑战,但没有人喜欢Microsoft的这种共享心理,很大一部分原因是因为他们只针对特定的问题",创新安全,3,-1
2010,上资金减持15亿元，位列减持金额的第二位。在本周二，北上资金1天就减持了五粮液逾10亿元。伊利股份、上海机场、恒瑞医药等49股本周被北上资金减持超亿元。本周，北上资金增持比例最大的个股是美尚生态。在上,上海机场,50,76
2011,冀中能源在内蒙古设立了全资子公司冀中内蒙古公司，其51%控股的嘉信德公司已拿到鄂尔多斯市资源整合主体资格,鄂尔多斯,39,-1
2012,上智能制造这样的武器，有这样的武器就有可能打赢，否则还是冷兵器时代不能战斗。”刘永好表示。具体而言，新希望在智慧城乡、智慧水务，用生态环保的办法规模化、现代化养猪，冷链物流等方面发力。第四，新科技。刘,新希望,50,37
2013,元不高于8亿元的回购计划截至11月1日已累计回购1186.69万股，合计耗资约9965万元。此外，黑牡丹、中国动力等公司的回购方案近期也披露了回购进展。回购政策松绑国资公司积极响应记者注意到，除,黑牡丹,49,113
2014,工作人员和该业务模式下的幸福合伙人无需具备必要的资质和许可。根据公司确认，截至本反馈意见回复之日，幸福家正合作中的联盟商均为房地产中介机构，共有394家，其中286家位于珠海、98家位于中山、3家位,幸福家,49,307
2015,海虹控股易主遭问询新黄浦二股东惹关注,新黄浦,9,126
2016,3月12日，白云山旗下子公司王老吉药业在广州发布了三款新产品——“三公仔”儿童克感利咽口服液、医用退热贴和“苗条,白云山,6,103
2017,航退出天合联盟，积极与欧美优秀航司合作，期望将加强白云欧美航线，均衡国际航线结构。T2航站楼投产后，白云机场产能无忧，进入放量周期，流量提升预计平稳而持久。T2投产推动流量变现能力显著提升：T2投产,白云机场,50,75
2018,"短期来看,根据我要去哪战略规划,2017年度的经营计划是保持国内机票交易平台的行业领先的市场份额;同时,继续加大投入差旅壹号差旅云服务的研发投入和市场营销投入,预期2017年度营业收入超过1.50亿元",我要去哪,7,233
2019,旗下的三亚千古情旅游演艺有限公司(以下简称“三亚千古情”)“榜上有名”。巧合的是，从本月17日开始，宋城演艺的股价就持续下跌，以当日开盘价20.90元计算，截止11月29日收盘，其股价跌幅已超10%。,宋城演艺,50,56
2020,"2014年5月,当代东方斥资11亿元,溢价12倍收购盟将威影视文化有限公司(以下简称盟将威)100%股权,成为当代东方转型文化传媒行业的一个重要拐点",当代东方,8,24
2021,江苏连云港28亿元新推6宗地出让面积逾39万平米,连云港,2,-1
2022,两面针连续12年扣非后亏损 旗下产品屡登质检黑榜,两面针,0,96
2023,水博会全面涵盖了涉水产业全产业链条，展览范围包括水务、水利、水生态与环境、水处理与污水治理、仪器仪表、信息化与自动化、管网管道、泵阀等水行业各大类别,水治理,42,-1
2024,投产可以说是中国汽车走向世界的一个重要节点。虽然在此之前，例如吉利等品牌也在俄罗斯建立工厂，但作为长城汽车走向世界的重点项目，图拉工厂投资巨大，这也是目前中国制造业在俄罗斯最大的投资项目，同时也是中,长城汽车,49,155
2025,房企，并积极拓展全国重点二三线及省会城市。截至2019年3月31日，中梁控股布局包括长三角、中西部、环渤海、海峡西岸及珠三角等五大经济高速发展区域。业内观点认为，全国性的布局，能有效分散区域经济风险,环渤海,50,-1
2026,钢铁等概念板块涨幅居前；国产软件、国防军工、区块链、云计算、工业互联网等概念板块跌幅居前。个股方面，两面针、英洛华、合肥城建、上峰水泥、南都物业、超频三等涨幅居前；富控互动、风范股份、用友网络、戴维医,两面针,50,96
2027,媒，基金总计持股占流通股的比重高达37.4%。共计44只基金持有该股。此外，基金高度“控盘”的还有新经典、视源股份和杰克股份，对上述个股的持股占流通股比重分别达到33.5%、32.8%以及29.3%,新经典,49,169
2028,企业社会责任报告、ESG报告中还有很多这样的案例。中国核能电力股份有限公司总经理张涛在致辞中表示：“中国核电已连续7年发布企业社会责任报告，同时今年首次发布了ESG报告。ESG报告反映的是衡量企业对环,中国核电,50,163
2029,，涨幅最大的前5个股为：飞乐音响报4.79元，涨10.11%；陆家嘴报17.66元，涨10.03%；浦东金桥报14.92元，涨9.38%；外高桥报16.67元，涨7.00%；张江高科报20.48元，涨,浦东金桥,50,127
2030,根据联交所资料显示，摩根大通于6月17日增持中国石油天然气股份有限公司(00857)8039万股，每股作价4.28港元，总值约3.44亿港元，最,中国石油,22,158
2031,但受牧业粗加工盈利能力有限的限制，小尾羊的上市计划依然未能按照预期实现,小尾羊,17,295
2032,军工产业链板块全面爆发航天发展、航天通信等个股再掀涨停潮,航天发展,11,13
2033,Emerson比较了周黑鸭和绝味，根据各自的IPO招股说明书，2015年，周黑鸭每间门店的平均营收为绝味食品的5.6倍，自营店的平均营收为2.9倍。Emerson认为这个差距简直逆天了，难以置信。所,绝味食品,50,178
2034,湖南发展控股股东完成增持计划,湖南发展,0,29
2035,亿元，同比增长42.29%。受原材料价格上涨影响，预计2017年净利润为5000万元-7500万元。智慧能源表示，公司采取以销定产模式，产品销售与原材料价格上涨不同步，导致当期利润摊薄。不过，铜价出现,智慧能源,50,141
